,02_04_2022,vortag,vorwoche,neu
Altenbeken,884,871,828,13
Bad Lippspringe,1552,1519,1425,33
Bad Wünnenberg,1049,1032,992,17
Borchen,1213,1187,1126,26
Büren,1498,1477,1377,21
Delbrück,3440,3374,3161,66
Hövelhof,1607,1583,1496,24
Lichtenau,822,813,770,9
Paderborn,14373,14090,13111,283
Salzkotten,2129,2101,2007,28
