,02_12_2022,vortag,vorwoche,neu
Altenbeken,942,924,884,18
Bad Lippspringe,1636,1612,1552,24
Bad Wünnenberg,1153,1133,1049,20
Borchen,1294,1270,1213,24
Büren,1625,1600,1498,25
Delbrück,3771,3700,3440,71
Hövelhof,1741,1670,1607,71
Lichtenau,877,855,822,22
Paderborn,15835,15478,14373,357
Salzkotten,2256,2214,2129,42
