,08_09_2021,vortag,vorwoche,neu
Altenbeken,384,384,383,0
Bad Lippspringe,671,670,665,1
Bad Wünnenberg,547,545,531,2
Borchen,441,441,439,0
Büren,608,608,600,0
Delbrück,1298,1294,1285,4
Hövelhof,661,659,654,2
Lichtenau,259,259,260,0
Paderborn,5284,5264,5196,20
Salzkotten,763,760,757,3
