,08_11_2021,vortag,vorwoche,neu
Altenbeken,385,384,384,1
Bad Lippspringe,677,672,668,5
Bad Wünnenberg,547,546,542,1
Borchen,442,441,439,1
Büren,611,609,607,2
Delbrück,1310,1300,1289,10
Hövelhof,664,662,657,2
Lichtenau,261,259,259,2
Paderborn,5308,5287,5237,21
Salzkotten,763,764,756,-1
