,08_18_2021,vortag,vorwoche,neu
Altenbeken,387,387,385,0
Bad Lippspringe,695,691,677,4
Bad Wünnenberg,551,550,547,1
Borchen,442,441,442,1
Büren,623,623,611,0
Delbrück,1339,1323,1310,16
Hövelhof,673,669,664,4
Lichtenau,262,262,261,0
Paderborn,5436,5411,5308,25
Salzkotten,780,777,763,3
