,09_01_2021,vortag,vorwoche,neu
Altenbeken,394,394,388,0
Bad Lippspringe,738,730,715,8
Bad Wünnenberg,567,565,561,2
Borchen,452,452,446,0
Büren,632,632,627,0
Delbrück,1402,1394,1357,8
Hövelhof,692,690,685,2
Lichtenau,277,274,264,3
Paderborn,5779,5734,5601,45
Salzkotten,843,824,802,19
