,09_05_2021,vortag,vorwoche,neu
Altenbeken,397,396,391,1
Bad Lippspringe,746,740,723,6
Bad Wünnenberg,570,569,563,1
Borchen,455,453,449,2
Büren,638,635,628,3
Delbrück,1436,1423,1372,13
Hövelhof,700,699,688,1
Lichtenau,282,280,270,2
Paderborn,5845,5814,5672,31
Salzkotten,858,851,807,7
