,09_09_2021,vortag,vorwoche,neu
Altenbeken,413,407,396,6
Bad Lippspringe,772,761,740,11
Bad Wünnenberg,578,573,569,5
Borchen,458,458,453,0
Büren,652,649,635,3
Delbrück,1476,1468,1423,8
Hövelhof,720,713,699,7
Lichtenau,292,290,280,2
Paderborn,5951,5925,5814,26
Salzkotten,881,870,851,11
