,09_13_2021,vortag,vorwoche,neu
Altenbeken,416,413,397,3
Bad Lippspringe,773,772,746,1
Bad Wünnenberg,580,578,570,2
Borchen,460,458,455,2
Büren,654,652,638,2
Delbrück,1483,1476,1436,7
Hövelhof,728,720,700,8
Lichtenau,294,292,282,2
Paderborn,5976,5951,5845,25
Salzkotten,883,881,858,2
