,09_17_2021,vortag,vorwoche,neu
Altenbeken,430,426,416,4
Bad Lippspringe,782,780,773,2
Bad Wünnenberg,593,592,580,1
Borchen,466,466,460,0
Büren,669,668,654,1
Delbrück,1509,1507,1483,2
Hövelhof,754,751,728,3
Lichtenau,302,301,294,1
Paderborn,6095,6079,5976,16
Salzkotten,907,905,883,2
