,09_22_2021,vortag,vorwoche,neu
Altenbeken,438,435,422,3
Bad Lippspringe,791,788,780,3
Bad Wünnenberg,595,595,591,0
Borchen,468,467,464,1
Büren,672,670,664,2
Delbrück,1528,1522,1500,6
Hövelhof,767,759,748,8
Lichtenau,305,304,301,1
Paderborn,6141,6131,6062,10
Salzkotten,914,911,902,3
