,10_02_2021,vortag,vorwoche,neu
Altenbeken,440,441,440,-1
Bad Lippspringe,801,801,794,0
Bad Wünnenberg,601,601,595,0
Borchen,474,473,470,1
Büren,677,677,675,0
Delbrück,1545,1541,1528,4
Hövelhof,786,783,773,3
Lichtenau,308,307,306,1
Paderborn,6230,6231,6167,-1
Salzkotten,944,942,928,2
