Gemeinde,07.01.2022 | 13:00 Uhr,10.01.2022 | 15:00 Uhr,Differenz
Bergkamen,4053,4101,48
Bönen,1518,1548,30
Fröndenberg/Ruhr,1375,1409,34
Holzwickede,1049,1071,22
Kamen,2916,2949,33
Lünen,7618,7715,97
Schwerte,2973,3029,56
Selm,1753,1787,34
Unna,3856,3916,60
Werne,1991,2009,18
