Gemeinde,10.01.2022 | 15:00 Uhr,11.01.2022 | 15:00 Uhr,Differenz
Bergkamen,4101,4137,36
Bönen,1548,1561,13
Fröndenberg/Ruhr,1409,1419,10
Holzwickede,1071,1082,11
Kamen,2949,2977,28
Lünen,7715,7788,73
Schwerte,3029,3060,31
Selm,1787,1807,20
Unna,3916,3959,43
Werne,2009,2027,18
