Gemeinde,11.01.2022 | 15:00 Uhr,12.01.2022 | 15:00 Uhr,Differenz
Bergkamen,4137,4199,62
Bönen,1561,1575,14
Fröndenberg/Ruhr,1419,1433,14
Holzwickede,1082,1104,22
Kamen,2977,3019,42
Lünen,7788,7887,99
Schwerte,3060,3101,41
Selm,1807,1835,28
Unna,3959,4003,44
Werne,2027,2081,54
