Gemeinde,12.01.2022 | 15:00 Uhr,13.01.2022 | 15:00 Uhr,Differenz
Bergkamen,4199,4250,51
Bönen,1575,1588,13
Fröndenberg/Ruhr,1433,1450,17
Holzwickede,1104,1115,11
Kamen,3019,3053,34
Lünen,7887,7955,68
Schwerte,3101,3146,45
Selm,1835,1874,39
Unna,4003,4036,33
Werne,2081,2096,15
