Gemeinde,14.01.2022 | 13:00 Uhr,17.01.2022 | 15:00 Uhr,Differenz
Bergkamen,4297,4399,102
Bönen,1614,1657,43
Fröndenberg/Ruhr,1462,1501,39
Holzwickede,1123,1163,40
Kamen,3073,3177,104
Lünen,8023,8246,223
Schwerte,3186,3292,106
Selm,1904,1972,68
Unna,4085,4206,121
Werne,2121,2178,57
