Gemeinde,26.01.2022 | 15:00 Uhr,27.01.2022 | 15:00 Uhr,Differenz
Bergkamen,5613,5769,156
Bönen,2021,2092,71
Fröndenberg/Ruhr,1859,1888,29
Holzwickede,1395,1401,6
Kamen,3833,3853,20
Lünen,10193,10332,139
Schwerte,3894,3985,91
Selm,2318,2362,44
Unna,4872,5038,166
Werne,2492,2548,56
