Gemeinde,27.01.2022 | 15:00 Uhr,28.01.2022 | 13:00 Uhr,Differenz
Bergkamen,5769,5856,87
Bönen,2092,2117,25
Fröndenberg/Ruhr,1888,1933,45
Holzwickede,1401,1462,61
Kamen,3853,3925,72
Lünen,10332,10493,161
Schwerte,3985,4037,52
Selm,2362,2385,23
Unna,5038,5138,100
Werne,2548,2556,8
