Gemeinde,07.02.2022 | 15:00 Uhr,08.02.2022 | 15:00 Uhr,Differenz
Bergkamen,6777,7150,373
Bönen,2571,2572,1
Fröndenberg/Ruhr,2272,2280,8
Holzwickede,1796,1840,44
Kamen,4614,4810,196
Lünen,12175,12549,374
Schwerte,4500,4552,52
Selm,2770,2897,127
Unna,5797,6003,206
Werne,3029,3036,7
