Gemeinde,14.02.2022 | 15:00 Uhr,15.02.2022 | 15:00 Uhr,Differenz
Bergkamen,8091,8265,174
Bönen,2884,3068,184
Fröndenberg/Ruhr,2639,2674,35
Holzwickede,2082,2088,6
Kamen,5473,5706,233
Lünen,13895,14170,275
Schwerte,5330,5370,40
Selm,3379,3420,41
Unna,7158,7261,103
Werne,3523,3632,109
