Gemeinde,11.08.2021 | 15:00 Uhr,12.08.2021 | 15:00 Uhr,Differenz
Bergkamen,2907,2907,0
Bönen,967,968,1
Fröndenberg/Ruhr,1002,1002,0
Holzwickede,700,701,1
Kamen,1960,1967,7
Lünen,5252,5260,8
Schwerte,1824,1825,1
Selm,1148,1150,2
Unna,2261,2264,3
Werne,1282,1282,0
