Gemeinde,13.08.2021 | 13:00 Uhr,16.08.2021 | 15:00 Uhr,Differenz
Bergkamen,2911,2913,2
Bönen,968,968,0
Fröndenberg/Ruhr,1003,1003,0
Holzwickede,703,707,4
Kamen,1970,1975,5
Lünen,5261,5275,14
Schwerte,1825,1832,7
Selm,1151,1157,6
Unna,2265,2267,2
Werne,1282,1283,1
