Gemeinde,16.08.2021 | 15:00 Uhr,17.08.2021 | 15:00 Uhr,Differenz
Bergkamen,2913,2916,3
Bönen,968,968,0
Fröndenberg/Ruhr,1003,1003,0
Holzwickede,707,711,4
Kamen,1975,1991,16
Lünen,5275,5283,8
Schwerte,1832,1841,9
Selm,1157,1159,2
Unna,2267,2270,3
Werne,1283,1289,6
