Gemeinde,17.08.2021 | 15:00 Uhr,18.08.2021 | 15:00 Uhr,Differenz
Bergkamen,2916,2924,8
Bönen,968,971,3
Fröndenberg/Ruhr,1003,1005,2
Holzwickede,711,720,9
Kamen,1991,1997,6
Lünen,5283,5294,11
Schwerte,1841,1843,2
Selm,1159,1161,2
Unna,2270,2274,4
Werne,1289,1289,0
