Gemeinde,19.08.2021 | 15:00 Uhr,20.08.2021 | 13:00 Uhr,Differenz
Bergkamen,2939,2944,5
Bönen,971,971,0
Fröndenberg/Ruhr,1005,1005,0
Holzwickede,721,722,1
Kamen,1997,2003,6
Lünen,5306,5327,21
Schwerte,1847,1851,4
Selm,1163,1164,1
Unna,2289,2293,4
Werne,1289,1292,3
