Gemeinde,25.08.2021 | 15:00 Uhr,26.08.2021 | 15:00 Uhr,Differenz
Bergkamen,2980,3000,20
Bönen,981,990,9
Fröndenberg/Ruhr,1012,1015,3
Holzwickede,737,741,4
Kamen,2024,2036,12
Lünen,5402,5424,22
Schwerte,1869,1877,8
Selm,1176,1178,2
Unna,2329,2335,6
Werne,1299,1302,3
