Gemeinde,26.08.2021 | 15:00 Uhr,27.08.2021 | 13:00 Uhr,Differenz
Bergkamen,3000,3006,6
Bönen,990,990,0
Fröndenberg/Ruhr,1015,1015,0
Holzwickede,741,742,1
Kamen,2036,2043,7
Lünen,5424,5431,7
Schwerte,1877,1878,1
Selm,1178,1178,0
Unna,2335,2338,3
Werne,1302,1307,5
