Gemeinde,06.09.2021 | 15:00 Uhr,07.09.2021 | 15:00 Uhr,Differenz
Bergkamen,3076,3080,4
Bönen,1011,1014,3
Fröndenberg/Ruhr,1031,1037,6
Holzwickede,760,761,1
Kamen,2088,2095,7
Lünen,5528,5543,15
Schwerte,1916,1919,3
Selm,1183,1183,0
Unna,2401,2412,11
Werne,1345,1345,0
