Gemeinde,09.09.2021 | 15:00 Uhr,10.09.2021 | 13:00 Uhr,Differenz
Bergkamen,3100,3102,2
Bönen,1016,1016,0
Fröndenberg/Ruhr,1044,1048,4
Holzwickede,765,766,1
Kamen,2112,2117,5
Lünen,5566,5583,17
Schwerte,1934,1935,1
Selm,1186,1188,2
Unna,2434,2436,2
Werne,1354,1354,0
