Gemeinde,21.09.2021 | 15:00 Uhr,22.09.2021 | 15:00 Uhr,Differenz
Bergkamen,3144,3150,6
Bönen,1025,1026,1
Fröndenberg/Ruhr,1051,1051,0
Holzwickede,772,772,0
Kamen,2139,2142,3
Lünen,5662,5672,10
Schwerte,1973,1975,2
Selm,1203,1205,2
Unna,2486,2494,8
Werne,1367,1370,3
