Gemeinde,28.09.2021 | 15:00 Uhr,29.09.2021 | 15:00 Uhr,Differenz
Bergkamen,3165,3168,3
Bönen,1030,1031,1
Fröndenberg/Ruhr,1054,1054,0
Holzwickede,778,779,1
Kamen,2160,2166,6
Lünen,5714,5722,8
Schwerte,1991,1996,5
Selm,1209,1209,0
Unna,2519,2530,11
Werne,1373,1373,0
