Gemeinde,13.10.2021 | 15:00 Uhr,14.10.2021 | 15:00 Uhr,Differenz
Bergkamen,3216,3224,8
Bönen,1037,1037,0
Fröndenberg/Ruhr,1061,1063,2
Holzwickede,789,789,0
Kamen,2187,2190,3
Lünen,5835,5846,11
Schwerte,2023,2026,3
Selm,1228,1229,1
Unna,2595,2596,1
Werne,1395,1398,3
