Gemeinde,18.10.2021 | 15:00 Uhr,19.10.2021 | 15:00 Uhr,Differenz
Bergkamen,3228,3234,6
Bönen,1040,1041,1
Fröndenberg/Ruhr,1063,1064,1
Holzwickede,790,794,4
Kamen,2193,2194,1
Lünen,5865,5881,16
Schwerte,2027,2034,7
Selm,1230,1232,2
Unna,2607,2613,6
Werne,1402,1405,3
