Gemeinde,20.10.2021 | 15:00 Uhr,21.10.2021 | 15:00 Uhr,Differenz
Bergkamen,3237,3238,1
Bönen,1043,1050,7
Fröndenberg/Ruhr,1065,1068,3
Holzwickede,798,803,5
Kamen,2199,2203,4
Lünen,5893,5902,9
Schwerte,2036,2037,1
Selm,1234,1237,3
Unna,2616,2625,9
Werne,1407,1413,6
