Gemeinde,05.11.2021 | 13:00 Uhr,08.11.2021 | 15:00 Uhr,Differenz
Bergkamen,3296,3298,2
Bönen,1074,1077,3
Fröndenberg/Ruhr,1088,1091,3
Holzwickede,827,830,3
Kamen,2236,2253,17
Lünen,6048,6089,41
Schwerte,2130,2152,22
Selm,1275,1281,6
Unna,2688,2702,14
Werne,1450,1460,10
