Gemeinde,08.11.2021 | 15:00 Uhr,09.11.2021 | 15:00 Uhr,Differenz
Bergkamen,3298,3306,8
Bönen,1077,1082,5
Fröndenberg/Ruhr,1091,1093,2
Holzwickede,830,834,4
Kamen,2253,2262,9
Lünen,6089,6112,23
Schwerte,2152,2167,15
Selm,1281,1288,7
Unna,2702,2721,19
Werne,1460,1479,19
