Gemeinde,10.11.2021 | 15:00 Uhr,11.11.2021 | 15:00 Uhr,Differenz
Bergkamen,3310,3316,6
Bönen,1085,1093,8
Fröndenberg/Ruhr,1096,1101,5
Holzwickede,840,846,6
Kamen,2275,2291,16
Lünen,6150,6189,39
Schwerte,2181,2189,8
Selm,1300,1307,7
Unna,2726,2738,12
Werne,1484,1490,6
