Gemeinde,11.11.2021 | 15:00 Uhr,12.11.2021 | 13:00 Uhr,Differenz
Bergkamen,3316,3327,11
Bönen,1093,1099,6
Fröndenberg/Ruhr,1101,1106,5
Holzwickede,846,847,1
Kamen,2291,2299,8
Lünen,6189,6209,20
Schwerte,2189,2195,6
Selm,1307,1316,9
Unna,2738,2743,5
Werne,1490,1500,10
