Gemeinde,18.11.2021 | 15:00 Uhr,19.11.2021 | 14:00 Uhr,Differenz
Bergkamen,3371,3377,6
Bönen,1153,1161,8
Fröndenberg/Ruhr,1131,1131,0
Holzwickede,858,859,1
Kamen,2369,2371,2
Lünen,6395,6420,25
Schwerte,2262,2274,12
Selm,1366,1370,4
Unna,2808,2830,22
Werne,1530,1532,2
