Gemeinde,01.12.2021 | 15:00 Uhr,02.12.2021 | 15:00 Uhr,Differenz
Bergkamen,3560,3586,26
Bönen,1238,1241,3
Fröndenberg/Ruhr,1187,1195,8
Holzwickede,906,912,6
Kamen,2486,2500,14
Lünen,6762,6790,28
Schwerte,2385,2418,33
Selm,1505,1507,2
Unna,3068,3082,14
Werne,1647,1651,4
