Gemeinde,03.12.2021 | 13:00 Uhr,06.12.2021 | 15:00 Uhr,Differenz
Bergkamen,3599,3642,43
Bönen,1253,1266,13
Fröndenberg/Ruhr,1198,1206,8
Holzwickede,919,932,13
Kamen,2515,2561,46
Lünen,6822,6885,63
Schwerte,2429,2458,29
Selm,1520,1538,18
Unna,3108,3161,53
Werne,1654,1675,21
