Gemeinde,06.12.2021 | 15:00 Uhr,07.12.2021 | 15:00 Uhr,Differenz
Bergkamen,3642,3654,12
Bönen,1266,1273,7
Fröndenberg/Ruhr,1206,1206,0
Holzwickede,932,937,5
Kamen,2561,2574,13
Lünen,6885,6906,21
Schwerte,2458,2481,23
Selm,1538,1551,13
Unna,3161,3179,18
Werne,1675,1682,7
