Gemeinde,08.12.2021 | 15:00 Uhr,09.12.2021 | 15:00 Uhr,Differenz
Bergkamen,3700,3715,15
Bönen,1286,1304,18
Fröndenberg/Ruhr,1217,1221,4
Holzwickede,943,946,3
Kamen,2599,2617,18
Lünen,6935,6987,52
Schwerte,2494,2530,36
Selm,1561,1573,12
Unna,3226,3265,39
Werne,1694,1704,10
