Gemeinde,09.12.2021 | 15:00 Uhr,10.12.2021 | 13:00 Uhr,Differenz
Bergkamen,3715,3732,17
Bönen,1304,1315,11
Fröndenberg/Ruhr,1221,1230,9
Holzwickede,946,950,4
Kamen,2617,2627,10
Lünen,6987,7015,28
Schwerte,2530,2548,18
Selm,1573,1579,6
Unna,3265,3288,23
Werne,1704,1713,9
