Gemeinde,20.12.2021 | 16:00 Uhr,21.12.2021 | 15:00 Uhr,Differenz
Bergkamen,3844,3862,18
Bönen,1420,1431,11
Fröndenberg/Ruhr,1275,1278,3
Holzwickede,977,985,8
Kamen,2729,2740,11
Lünen,7200,7227,27
Schwerte,2666,2676,10
Selm,1622,1626,4
Unna,3546,3564,18
Werne,1806,1815,9
