Gemeinde,27.12.2021 | 15:00 Uhr,28.12.2021 | 15:00 Uhr,Differenz
Bergkamen,3911,3926,15
Bönen,1468,1471,3
Fröndenberg/Ruhr,1294,1303,9
Holzwickede,1007,1015,8
Kamen,2783,2789,6
Lünen,7323,7348,25
Schwerte,2756,2789,33
Selm,1654,1662,8
Unna,3652,3670,18
Werne,1844,1856,12
