Gemeinde,29.12.2021 | 15:00 Uhr,30.12.2021 | 15:00 Uhr,Differenz
Bergkamen,3945,3954,9
Bönen,1475,1481,6
Fröndenberg/Ruhr,1307,1310,3
Holzwickede,1017,1018,1
Kamen,2802,2816,14
Lünen,7370,7410,40
Schwerte,2807,2826,19
Selm,1664,1668,4
Unna,3693,3713,20
Werne,1881,1897,16
